Lokalitet,Distrikt,LNR,Family,Taxon,Dato,Leg,Det,Coll,Note,DateDay,DateMonth,DateYear,YKoord,XKoord,GI,Genstand,Lat,Lng
Ålbæk,NEJ,32777,Carabidae,Amara  praetermissa,06061977,PJ,PJ,PJ,,6,6,1977,6384412,584600,1,10,10.415334282172594,57.59417396495454
Ålbæk,NEJ,14495,Curculionidae,Grypus equiseti,04071988,JBR,JBR,JBR,,4,7,1988,6384412,584600,1,10,10.415334282172594,57.59417396495454
Ålbæk,NEJ,33591,Carabidae,Demetrias monostigma,06061977,PJ,PJ,PJ,,6,6,1977,6384412,584600,1,10,10.415334282172594,57.59417396495454
Ålbæk,NEJ,15980,Curculionidae,Tychius schneideri,28061986,JBR,JBR,JBR,,28,6,1986,6384412,584600,1,10,10.415334282172594,57.59417396495454
Ålbæk,NEJ,24109,Staphylinidae,Philonthus immundus,61894,J. P. Johansen,MH,ZM,,NA,6,1894,6384412,584600,1,10,10.415334282172594,57.59417396495454
Ålbæk,NWJ,13240,Curculionidae,Gronops lunatus,11081896,Jens Møller,MH,ZM,,11,8,1896,6274669,483794,1,30,8.735938868473694,56.61596101754368
Ålbæk,NWJ,12635,Curculionidae,Polydrusus cervinus,17051896,J. Møller,MH,ZM,,17,5,1896,6274669,483794,1,30,8.735938868473694,56.61596101754368
Ålbæk,NWJ,16265,Curculionidae,Gymnetron collinum,04091896,,MH,ZM,,4,9,1896,6274669,483794,1,30,8.735938868473694,56.61596101754368
Ålbæk,NWJ,7817,Scarabaeidae,Aphodius sordidus,20081896,,JP,ZM,,20,8,1896,6274669,483794,1,30,8.735938868473694,56.61596101754368
Ålbæk,NWJ,36769,Silphidae,Necrodes littoralis,10061896,,JP,ZM,,10,6,1896,6274669,483794,1,30,8.735938868473694,56.61596101754368
Ålbæk,NWJ,1465,Nitidulidae,Carpophilus hemipterus,20011897,jens møller,MH,ZM,,20,1,1897,6274669,483794,1,30,8.735938868473694,56.61596101754368
Ålbæk,NWJ,15825,Curculionidae,Curculio nucum,17051896,Jens Møller,JP,ZM,,17,5,1896,6274669,483794,1,30,8.735938868473694,56.61596101754368
Ålbæk,NWJ,10468,Chrysomelidae,Galeruca pomonae,09091896,,MH,ZM,,9,9,1896,6274669,483794,1,30,8.735938868473694,56.61596101754368
Ålbæk,NWJ,33282,Carabidae,Olisthopus rotundatus,01041897,,JP,ZM,,1,4,1897,6274669,483794,1,30,8.735938868473694,56.61596101754368
Ålbæk,NWJ,437292,Dytiscidae,Hydroporus melanarius,19051896,,JP,ZM,,19,5,1896,6274669,483794,1,30,8.735938868473694,56.61596101754368
Ålbæk (Kås Skov),NWJ,16100,Curculionidae,Sibinia pyrrhodactyla,04061896,,JP,ZM,,4,6,1896,NA,NA,NA,NA,57.5939127,10.4130619
Ålbæk (Kås Skov),NWJ,41092,Curculionidae,Coniocleonus hollbergi,04061896,,,ZM,,4,6,1896,NA,NA,NA,NA,57.5939127,10.4130619
Ålbæk Plantage,NEJ,17641,Rhynchitidae,Pselaphorhynchites nanus,01071984,EP,EP,EP,,1,7,1984,NA,NA,NA,NA,57.5816667,10.3797222
Ålbæk (Præstehaven),NWJ,17904,Curculionidae,Hylastes ater,04061896,Jens Møller,MH,ZM,,4,6,1896,NA,NA,NA,NA,57.47645499999999,10.4710142
Ålbæk (ved Kås),NWJ,40995,Latridiidae,Thes bergrothi,20041897,,MH,ZM,,20,4,1897,NA,NA,NA,NA,56.62267809999999,8.7282992
Ålbæk (ved Kås),NWJ,36483,Hydrophilidae,Enochrus melanocephalus,1896,Jens Møller,MH,ZM,,NA,NA,1896,NA,NA,NA,NA,56.62267809999999,8.7282992
Ålborg,NEJ,17377,Apionidae,Apion aeneum,(før 1900),J. P. Johansen,HG,ZM,,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,13241,Curculionidae,Gronops lunatus,06051896,,MH,ZM,,6,5,1896,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,5573,Ptinidae,Ptinus tectus,1928,,JP,ZM,,NA,NA,1928,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,17300,Apionidae,Apion sulcifrons,17021913,Findal/Høeg,HG,ZM,,17,2,1913,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,17443,Apionidae,Apion urticarium,51885,J. P. Johansen,HG,ZM,,NA,5,1885,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,20325,Buprestidae,Aphanisticus pusillus,(før 1900),,JP,ZM,Schiødte,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,33239,Carabidae,Sphodrus leucophthalmus,01051927,,JP,ZM,,1,5,1927,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,24054,Staphylinidae,Philonthus subuliformis,15031894,,JP,ZM,,15,3,1894,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,36704,Silphidae,Nicrophorus sepultor,(før 1900),,MH,ZM,,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,23625,Staphylinidae,Gauropterus fulgidus,(før 1900),J. P. Johansen,J. P. Johansen,,jfr. Meinert 1888 i Ent. Meddr. 1:266 - eks. ikke set - gået tabt?,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,437239,Curculionidae,Sitona humeralis,051887,,EP,ZM,,NA,5,1887,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,31303,Carabidae,Bembidion  gilvipes,13091892,,JP,ZM,,13,9,1892,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,30214,Staphylinidae,Aleochara sanguinea,(før 1900),Hartvig-Jensen,VM,NM,,NA,NA,1890,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,27761,Staphylinidae,Liogluta alpestris,24091988,PJ,PJ,PJ,,24,9,1988,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,22987,Staphylinidae,AStenus pulchellus,18041992,MH,MH,MH,,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,28564,Staphylinidae,Atheta atramentaria,18041992,MH,MH,MH,hun,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,42986,Dermestidae,Dermestes haemorrhoidalis,15092004,M. FrostChristensen,M. FrostChristensen,M. FrostChristensen,,15,9,2004,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,33822,Carabidae,Cymindis angularis,(før 1900),,JP,ZM,Schiødte,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,11019,Chrysomelidae,Longitarsus holsaticus,41897,,MH,ZM,,NA,4,1897,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,36022,Hydrophilidae,Sphaeridium marginatum,18041992,MH,MH,MH,,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,26309,Staphylinidae,Oligota parva,18041992,MH,MH,MH,,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,33250,Carabidae,Laemostenus terricola,18041992,MH,MH,MH,,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,5914,Laemophloeidae,Cryptolestes pusillus,71895,,MH,ZM,,NA,7,1895,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,31468,Carabidae,Ocys quinquestriatus,71883,,JP,ZM,,NA,7,1883,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,20017,Elateridae,Agriotes sputator,(før 1900),J. P. Johansen,OM,ZM,,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,19247,Cleridae,Tillus elongatus,1898,,JP,ZM,,NA,NA,1898,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,30016,Staphylinidae,Crataraea suturalis,18041992,MH,MH,MH,,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,24098,Staphylinidae,Philonthus corruscus,51887,,JP,ZM,,NA,5,1887,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,8500,Cerambycidae,Anoplodera sanguinolenta,(før 1900),,MH,ZM,,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,24197,Staphylinidae,Philonthus jurgans,18041992,MH,MH,MH,han,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,498,Elmidae,Riolus cupreus,1888,,MH,ZM,,NA,NA,1888,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,41425,Cryptophagidae,Atomaria clavigera,101889,,,ZM,,NA,10,1889,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,3193,Cryptophagidae,Atomaria munda,111885,,MH,ZM,,NA,11,1885,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,13791,Curculionidae,Pselactus spadix,61895,,MH,ZM,,NA,6,1895,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,41422,Cryptophagidae,Atomaria nigriventris,101886,,,ZM,,NA,10,1886,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,26837,Staphylinidae,Falagria sulcatula,(før 1900),J. P. Johansen,MH,ZM,,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,43252,Staphylinidae,Platystethus degener,91887,,,ZM,,NA,9,1887,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,2588,Cryptophagidae,Cryptophagus subfumatus,61903,,MH,ZM,,NA,6,1903,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,10810,Chrysomelidae,Longitarsus pellucidus,81895,,JP,ZM,,NA,8,1895,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,520,Heteroceridae,Heterocerus obsoletus,081883,,JP,ZM,,NA,8,1883,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,25275,Staphylinidae,Heterothops quadripunctulus,101890,,JP,ZM,,NA,10,1890,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,39741,Histeridae,Acritus nigricornis,1884,,JP,ZM,,NA,NA,1884,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,40236,Histeridae,Atholus bimaculatus,91887,,JP,ZM,,NA,9,1887,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,15628,Curculionidae,Baris laticollis,51889,,JP,ZM,,NA,5,1889,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,1290,Nitidulidae,"Meligethes difficilis
",02051896,,MH,ZM,,2,5,1896,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,23218,Staphylinidae,Lithocharis ochracea,51887,,JP,ZM,,NA,5,1887,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,5551,Ptinidae,Niptus hololeucus,71884,,JP,ZM,,NA,7,1884,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,36374,Hydrophilidae,Anacaena limbata,1896,,MH,NM,,NA,NA,1896,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,10931,Chrysomelidae,Longitarsus atricillus,(før 1900),J. P. Johansen,JP,ZM,,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,437290,Staphylinidae,Nevraphes ruthenus,(før 1900),,,ZM,han,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,6564,Scraptiidae,Anaspis flava,(før 1900),J. P. Johansen,MH,ZM,,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,3811,Latridiidae,Corticarina truncatella,41886,,MH,ZM,,NA,4,1886,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,37980,Clambidae,Clambus pubescens,18041992,JP,JP,JP,,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,21568,Staphylinidae,Oxytelus piceus,91887,,JP,ZM,,NA,9,1887,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,23548,Staphylinidae,Gyrohypnus angustatus,17091887,,MH,ZM,,17,9,1887,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,3987,Salpingidae,Aglenus brunneus,51881,,MH,ZM,,NA,5,1881,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,27277,Staphylinidae,Philhygra luridipennis,20041989,PJ,PJ,PJ,,20,4,1989,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,24230,Staphylinidae,Philonthus discoideus,06101895,,JP,ZM,,6,10,1895,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,12295,Curculionidae,Otiorhynchus tristis,91895,,JP,ZM,,NA,9,1895,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,38343,Staphylinidae,Scydmaenus tarsatus,18041992,MH,MH,MH,,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,2258,Silvanidae,Oryzaephilus mercator,16091901,,MH,ZM,,16,9,1901,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,41421,Cryptophagidae,Atomaria puncticollis,101886,,,ZM,,NA,10,1886,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,21711,Staphylinidae,Platystethus arenarius,18041992,MH,MH,MH,,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,2236,Monotomidae,Monotoma longicollis,71891,,MH,ZM,,NA,7,1891,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,2599,Cryptophagidae,Cryptophagus scanicus,61890,,MH,ZM,,NA,6,1890,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,37551,Leiodidae,Leiodes flavescens,22081875,,JP,ZM,,22,8,1875,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,14110,Curculionidae,Bagous diglyptus,51886,,JP,ZM,,NA,5,1886,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,29356,Staphylinidae,Amarochara umbrosa,51893,JA,VM,NM,,NA,5,1893,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,40005,Histeridae,Onthophilus punctatus,18041992,MH,MH,MH,,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,14726,Curculionidae,Calosirus terminatus,(før 1900),,(?),,nævnt af Rye 1906 - eks. ikke set - gået tabt?,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,1235,Nitidulidae,Meligethes tristis,(før 1900),J. P. Johansen,MH,ZM,,NA,NA,1890,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,36682,Silphidae,Nicrophorus germanicus,(før 1900),,JP,ZM,,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,20413,Staphylinidae,Micropeplus fulvus,18041992,MH,MH,MH,,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,41409,Monotomidae,Rhizophagus parvulus,101892,,,ZM,,NA,10,1892,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,37144,Leiodidae,Catops fuscus,18041992,MH,MH,MH,,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,37243,Leiodidae,Catops neglectus,61892,,JP,ZM,,NA,6,1892,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,43692,Trogossitidae,Tenebroides mauritanicus,1884,,MH,ZM,,NA,NA,1884,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,30181,Staphylinidae,Aleochara lygaea,101894,,MH,ZM,,NA,10,1894,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,25913,Staphylinidae,Tachinus fimetarius,71893,,JP,ZM,,NA,7,1893,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,28751,Staphylinidae,Atheta subsinuata,18041992,MH,MH,MH,hun,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,30192,Staphylinidae,Aleochara villosa,18041992,MH,MH,MH,hun,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,28685,Staphylinidae,Atheta zosterae,91893,,MH,ZM,,NA,9,1893,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,24241,Staphylinidae,Philonthus ventralis,101887,,JP,ZM,,NA,10,1887,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,39235,Staphylinidae,Euplectus signatus,(før 1900),J. P. Johansen,JP,ZM,,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,2324,Silvanidae,Uleiota planata,71884,,MH,ZM,,NA,7,1884,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,21436,Staphylinidae,Carpelimus despectus,51843,,MH,ZM,,NA,5,1843,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,7191,Tenebrionidae,Palorus ratzeburgii,51882,,JP,(ZM),,NA,5,1882,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,7202,Tenebrionidae,Tribolium castaneum,(før 1900),,JP,ZM,,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,24791,Staphylinidae,Quedius infuscatus,15031894,,JP,ZM,,15,3,1894,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,21623,Staphylinidae,Anotylus sculpturatus,91893,,JP,ZM,,NA,9,1893,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,28465,Staphylinidae,Atheta fungivora,(før 1900),J. P. Johansen,J. P. Johansen,,jfr. Engelhart i Ent. Meddr. 6:137 - eks. ikke set - gået tabt?,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,437291,Staphylinidae,Stenus melanopus,(før 1900),Johansen,,,eks. ikke set! - gået tabt?,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,25891,Staphylinidae,Tachinus subterraneus,18041992,MH,MH,MH,,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,25220,Staphylinidae,Heterothops praevius,11895,,JP,ZM,,NA,1,1895,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,20875,Staphylinidae,Omalium excavatum,18041992,MH,MH,MH,,18,4,1992,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,27486,Staphylinidae,Philhygra deformis,51892,,MH,ZM,,NA,5,1892,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,25979,Staphylinidae,Cilea silphoides,101873,,JP,ZM,,NA,10,1873,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,5450,Ptinidae,Stegobium paniceum,31928,,JP,ZM,,NA,3,1928,NA,NA,NA,NA,57.0488195,9.921747
Ålborg,NEJ,23438,Staphylinidae,Phacophallus parumpunctatus,(før 1900),,,,(jfr. Johansen 1914) - eks. ikke set!,NA,NA,NA,NA,NA,NA,NA,57.0488195,9.921747
Ålborg NV.,NEJ,42748,Staphylinidae,Philhygra deformis,27072003,JP,JP,JP,,27,7,2003,NA,NA,NA,NA,57.0488195,9.921747
"Albue, Lolland",LFM,39875,Histeridae,Hypocaccus metallicus,21081971,KA,KA,KA,,21,8,1971,NA,NA,NA,NA,54.8297222,10.9600001
Albuen,LFM,7050,Tenebrionidae,Phaleria cadaverina,08061989,PJ,PJ,PJ,,8,6,1989,6077915,625939,1,630,10.960734674355827,54.832506282297985
Albuen,LFM,33593,Carabidae,Demetrias monostigma,01091991,,JP,ZM,,1,9,1991,6077915,625939,1,630,10.960734674355827,54.832506282297985
Albuen syd for Nakskov Fjord,LFM,36343,Hydrophilidae,Paracymus aeneus,03101981,Holmen,MH,MH,,3,10,1981,NA,NA,NA,NA,54.844791,10.9867751
Alderslyst,EJ,9751,Chrysomelidae,Cryptocephalus frontalis,06071902,,Jensen-Hårup,ZM,,6,7,1902,6226607,534566,1,20,9.556868321954996,56.18318098751796
Alderslyst ved Silkeborg,EJ,33236,Carabidae,Sphodrus leucophthalmus,1906,,JP,ZM,,NA,NA,1906,NA,NA,NA,NA,56.179085,9.557155999999999
Ålestrup,NEJ,14891,Curculionidae,Ceutorhynchus geographicus,30071920,,MH,ZM,,30,7,1920,NA,NA,NA,NA,56.694439,9.4905399
Ålhammer Bugt,B,13907,Curculionidae,Cryptorhynchus lapathi,14091946,,MH,NM,,14,9,1946,6111433,881758,6,670,14.972037769854973,55.00286556994234
Ålhammer Bugt,B,6140,Salpingidae,Sphaeriestes stockmanni,12061948,,JP,NM,,12,6,1948,6111433,881758,6,670,14.972037769854973,55.00286556994234
Ålhammer Bugt,B,11740,Chrysomelidae,Cassida murraea,12061947,,JP,NM,,12,6,1947,6111433,881758,6,670,14.972037769854973,55.00286556994234
Ålhammer Bugt,B,35214,Dytiscidae,Hydaticus continentalis,12061947,,JP,ZM,,12,6,1947,6111433,881758,6,670,14.972037769854973,55.00286556994234
Ålholm,LFM,5386,Ptinidae,Hadrobregmus pertinax,17061882,,MH,ZM,,17,6,1882,6061102,675726,1,60,11.724864376313029,54.666600113969714
Ålholm,LFM,13826,Curculionidae,Stereocorynes truncorum,26031988,OM,EP,EP,,26,3,1988,6061102,675726,1,60,11.724864376313029,54.666600113969714
Ålholm,LFM,36838,Silphidae,Aclypea undata,08051883,,JP,ZM,,8,5,1883,6061102,675726,1,60,11.724864376313029,54.666600113969714
Ålholm Park,LFM,8359,Cerambycidae,Stenocorus meridianus,03071983,SM,SM,SM,,3,7,1983,NA,NA,NA,NA,54.664444,11.723611
Alindelille,NEZ,41376,Cantharidae,Ancistronycha cyanipennis,07061964,,,ZM,,7,6,1964,NA,NA,NA,NA,55.52146,11.7623649
Aller Mølle,SJ,43371,Latridiidae,Corticaria fagi,04082006,JBR,JBR,JBR,,4,8,2006,6134678,533352,1,120,9.526069010369431,55.35729505077741
Aller Mølle,SJ,43309,Histeridae,Acritus homoeopathicus,04082006,JBR,JBR,JBR,,4,8,2006,6134678,533352,1,120,9.526069010369431,55.35729505077741
Aller Mølle,SJ,43355,Cryptophagidae,Henoticus serratus,04082006,JBR,JBR,JBR,,4,8,2006,6134678,533352,1,120,9.526069010369431,55.35729505077741
Allerød,NEZ,9033,Cerambycidae,Saperda carcharias,06091964,PN,PN,PN,,6,9,1964,6196639,710397,1,10,12.362857976411018,55.86923252640217
Allerød,NEZ,38359,Microsporidae,Microsporus acaroides,22091940,West,West,ZM,,22,9,1940,6196639,710397,1,10,12.362857976411018,55.86923252640217
Allerød,NEZ,921,Byrrhidae,Curimopsis setigera,30071936,,JP,ZM,,30,7,1936,6196639,710397,1,10,12.362857976411018,55.86923252640217
Allerød,NEZ,811,Limnichidae,Limnichus pygmaeus,07091940,VM,JP,ZM,,7,9,1940,6196639,710397,1,10,12.362857976411018,55.86923252640217
Allerød,NEZ,21287,Staphylinidae,Thinobius brevipennis,20091953,FL,VM,VM,,20,9,1953,6196639,710397,1,10,12.362857976411018,55.86923252640217
Allerød,NEZ,23102,Staphylinidae,Scopaeus cognatus,30071936,,JP,ZM,,30,7,1936,6196639,710397,1,10,12.362857976411018,55.86923252640217
Allerup Enge,WJ,42324,Staphylinidae,Calodera protensa,27121991,OVJ,OVJ,OVJ,,27,12,1991,6143933,475314,1,270,8.60979937901097,55.44096878336481
Allerup Enge,WJ,20598,Staphylinidae,Acrolocha minuta,27121991,OVJ,OVJ,OVJ,,27,12,1991,6143933,475314,1,270,8.60979937901097,55.44096878336481
Allerup Enge,WJ,29343,Staphylinidae,Ityocara rubens,27121991,OVJ,OVJ,OVJ,,27,12,1991,6143933,475314,1,270,8.60979937901097,55.44096878336481
Allindelille,NEZ,5500,Ptinidae,Xyletinus ater,01061916,,JP,ZM,,1,6,1916,6156491,674454,1,30,11.763645751912827,55.52325763461775
Allindelille,NEZ,19219,Dasytidae,Dasytes fusculus,10061917,,JP,ZM,,10,6,1917,6156491,674454,1,30,11.763645751912827,55.52325763461775
Allindelille,NEZ,20682,Staphylinidae,Phyllodrepa salicis,01061916,,JP,ZM,,1,6,1916,6156491,674454,1,30,11.763645751912827,55.52325763461775
Allindelille,NEZ,31990,Carabidae,Ophonus puncticeps,23071979,,JP,ZM,,23,7,1979,6156491,674454,1,30,11.763645751912827,55.52325763461775
Allindelille Fredsskov,NEZ,12663,Curculionidae,Polydrusus sericeus,05071942,,MH,ZM,,5,7,1942,NA,NA,NA,NA,55.513161,11.768138
Alling ,EJ,11082,Chrysomelidae,Altica lythri,08071984,MR,MR,MR,,8,7,1984,NA,NA,NA,NA,48.1408838,11.299713
Alling Bkr.,EJ,37460,Leiodidae,Leiodes ciliaris,01081890,,JP,ZM,,1,8,1890,NA,NA,NA,NA,37.7876014,-122.404064
Allinge,B,35357,Dytiscidae,Dytiscus lapponicus,71898,,JP,ZM,,NA,7,1898,6140869,868316,1,10,14.8011433438734,55.276153319180004
Allinge-Sandvig,B,11773,Chrysomelidae,Cassida seladonia,07091870,Schiødte ,Rosenberg,ZM,,7,9,1870,NA,NA,NA,NA,55.27775279999999,14.7977475
Alling Vest,EJ,13623,Curculionidae,Magdalis violacea,03071986,,EP,EP,,3,7,1986,NA,NA,NA,NA,56.1129839,9.7329806
Alling Vest,EJ,16593,Curculionidae,Rhamphus oxyacanthae,30051986,EP,EP,EP,,30,5,1986,NA,NA,NA,NA,56.1129839,9.7329806
Alling Vest,EJ,9135,Chrysomelidae,Donacia bicolor,24061984,EP,EP,EP,,24,6,1984,NA,NA,NA,NA,56.1129839,9.7329806
Alling Vest,EJ,15031,Curculionidae,Ceutorhynchus melanostictus,24061984,EP,EP,EP,,24,6,1984,NA,NA,NA,NA,56.1129839,9.7329806
Alling Vest,EJ,14591,Curculionidae,Coeliodes rubicundus,24081985,EP,EP,EP,,24,8,1985,NA,NA,NA,NA,56.1129839,9.7329806
Alling Vest,EJ,17957,Curculionidae,Tomicus piniperda,24061987,EP,EP,EP,,24,6,1987,NA,NA,NA,NA,56.1129839,9.7329806
Almindingen,B,39230,Staphylinidae,Euplectus sanguineus,14081977,GP,GP,GP,,14,8,1977,6124259,877572,1,350,14.923910634722045,55.1206987988964
Almindingen,B,39967,Histeridae,Dendrophilus pygmaeus,05061870,,MH,ZM,,5,6,1870,6124259,877572,1,350,14.923910634722045,55.1206987988964
Almindingen,B,19726,Elateridae,Calambus bipustulatus,01071967,MR,MR,MR,,1,7,1967,6124259,877572,1,350,14.923910634722045,55.1206987988964
Almindingen,B,35786,Hydrochidae,Hydrochus megaphallus,23051979,MH,MH,MH,,23,5,1979,6124259,877572,1,350,14.923910634722045,55.1206987988964
Almindingen,B,15238,Curculionidae,Ceutorhynchus cochleariae,06061980,GP,GP,GP,,6,6,1980,6124259,877572,1,350,14.923910634722045,55.1206987988964
Almindingen,B,35720,Hydraenidae,Limnebius aluta,28051979,MH,MH,MH,,28,5,1979,6124259,877572,1,350,14.923910634722045,55.1206987988964
Almindingen,B,28009,Staphylinidae,Cadaverota cadaverina,1980,VM,VM,,notat!,NA,NA,1980,6124259,877572,1,350,14.923910634722045,55.1206987988964
Almindingen,B,5865,Cryptophagidae,Micrambe bimaculata,14081977,GP,GP,GP,,14,8,1977,6124259,877572,1,350,14.923910634722045,55.1206987988964
Almindingen,B,28966,Staphylinidae,Atheta clientula,14081977,VM,VM,VM,hun,14,8,1977,6124259,877572,1,350,14.923910634722045,55.1206987988964
Almindingen,B,36589,Hydrophilidae,Cymbiodyta marginella,28051979,MH,MH,MH,,28,5,1979,6124259,877572,1,350,14.923910634722045,55.1206987988964
