Lokalitet,Distrikt,YKoord,XKoord,GI,Genstand
Hjelms Rende,LFM,6078445,679015,6,650
Hjelmshoved,F,6092951,595927,1,570
Hjelmsted,NEJ,6351692,561114,1,40
Hjelmsølille,SZ,6139330,677740,1,30
Hjelmsølille Bakker 67m,SZ,6138396,676226,5,550
Hjelmsømagle,SZ,6141245,679522,1,30
Hjelmvrå,SJ,6119550,523935,1,350
Hjembæk,EJ,6261226,616765,2,30
Hjembæk,NWZ,6175162,651488,1,30
Hjembæk = Hjembæk Bæk,EJ,6259765,616593,8,420
Hjemsted,SJ,6111728,484082,1,30
Hjerk Bjerg 15m,NWJ,6284019,492298,5,540
Hjerk Nor,NWJ,6282386,493208,1,400
Hjerl Hede Plantage,NWJ,6260222,492563,1,350
Hjerm,NWJ,6255089,477853,1,10
Hjerm Hede,NWJ,6255696,476916,1,40
Hjerm Østre Kirke,NWJ,6256232,480451,1,70
Hjermind,EJ,6250580,541989,1,30
Hjermind Krat,EJ,6249749,540320,1,350
Hjermind Skov,EJ,6249843,543504,1,350
Hjermitslevgård,NEJ,6348974,553411,1,60
Hjerndrup,SJ,6131986,527048,1,30
Hjerndrupgård,SJ,6131803,528523,1,80
Hjerpsted,SJ,6097503,478180,1,30
Hjerritsdal,EJ,6279833,550952,1,40
Hjerritsdal Mølle,EJ,6279985,551677,1,100
Hjertebjerg,LFM,6099779,716837,1,30
Hjertebjerg Høj 67m,NWJ,6329894,478795,5,300
Hjertholm,NEJ,6350874,544408,1,90
Hjerting,WJ,6153861,459418,1,20
Hjerting,SJ,6138682,502471,1,30
Hjerting Løb,WJ,6151661,458895,6,650
Hjerting Plantage,WJ,6156624,460829,1,350
Hjertingskov,SJ,6139812,503842,1,40
Hjolderup,SJ,6097006,515943,1,30
Hjoptarp,WJ,6203674,479228,1,40
Hjordkær,SJ,6098005,519711,1,10
Hjorslev,F,6152702,588700,1,20
Hjortdal,NEJ,6332712,521647,1,30
Hjorte,F,6136143,558719,1,30
Hjorte Nymark,F,6135362,557989,1,40
Hjortebjerg,NWZ,6166920,655302,1,30
Hjortebjerg 85m,NWZ,6166994,654881,5,540
Hjortebjerg Huse,F,6152659,568740,1,40
Hjortedal,WJ,6249007,511830,1,530
Hjortekær,NEZ,6189648,722301,1,10
Hjortemose Grund,LFM,6094321,656599,6,700
Hjortespring,NEZ,6183164,714814,1,20
Hjortevangsgård,SZ,6111765,676810,1,90
Hjorthede,EJ,6252750,543750,1,30
Hjorthede Hede,EJ,6254013,545054,1,40
Hjortholm,SJ,6082662,558433,1,40
Hjortholm,EJ,6195561,602492,1,610
Hjortholm,SZ,6138024,655460,1,90
Hjortholm,F,6076686,613116,1,60
Hjortholm,NWJ,6283665,490763,1,630
Hjortholmshuse,NEZ,6170460,673466,1,30
Hjorthøj Gårde,NWZ,6157330,647200,1,30
Hjorthøje 15m,NEJ,6279233,520483,5,300
Hjortkær,WJ,6155355,482604,1,40
Hjortlund,SJ,6139965,487508,1,30
Hjortlund,WJ,6182474,502230,1,40
Hjortmose,WJ,6218662,459508,1,40
Hjortnæs,NEJ,6356103,550623,1,80
Hjortnæs Plantage,NEJ,6355887,551720,1,350
Hjortrimmen,NEJ,6321554,570996,1,40
Hjortsballe,EJ,6216640,531337,1,40
Hjortsballe,WJ,6191419,515959,1,30
Hjortsballe Høje 84m,WJ,6213329,494873,5,300
Hjortshøj,EJ,6234632,578475,1,10
Hjortshøjlund,EJ,6235458,577800,1,90
Hjortspring Kobbel,SJ,6096364,554366,1,40
Hjortsvang,EJ,6193916,531428,1,30
Hjortsvang Fælled,EJ,6192494,532747,1,40
Hjortvad,SJ,6137991,494812,1,40
Hjortvad Krat,SJ,6136745,493289,1,350
Hjortvad Å,SJ,6136345,493924,4,420
Hjortø,F,6091952,595126,1,610
Hjortø By,F,6091949,595325,1,30
Hjulbjerg 51m,EJ,6226606,605588,5,540
Hjulby,F,6133986,610301,1,10
Hjulbæk Skov,EJ,6168737,533875,1,350
Hjulebæk,SZ,6131294,676525,1,30
Hjulebæk Huse,NEZ,6159299,683665,1,30
Hjulsager,WJ,6172912,454518,1,30
Hjulsand,LFM,6088362,669462,6,700
Hjælpensbjerg 70m,NWJ,6287951,459400,5,540
Hjærup,F,6135312,560598,1,30
Hjøllund,EJ,6213719,523796,1,30
Hjøllund,WJ,6207155,495841,1,40
Hjøllund Mose,WJ,6208827,496479,1,390
Hjørnet,NEJ,6309957,576721,1,30
Hjørring,NEJ,6369001,559667,1,10
Ho,WJ,6156570,451515,1,30
Ho Bugt,WJ,6154866,455106,6,670
Ho Klitplantage,WJ,6155211,450690,1,350
Hobbel,EJ,6203323,573881,1,30
Hobo Dyb,WJ,6149943,455708,6,650
Hobro,NEJ,6277665,548828,1,10
Hobro Knold 48m,EJ,6273827,550140,5,540
Hoby,LFM,6068299,643856,1,40
Hobyskov,LFM,6067775,645956,1,40
Hodde,WJ,6172687,478070,1,30
Hodde Mark,WJ,6170963,481809,1,40
Hoddeskov,WJ,6174601,480717,1,40
Hodsager,WJ,6241394,491214,1,10
Hodsager Plantage,WJ,6240985,493262,1,350
Hoed,EJ,6242794,612443,1,20
Hoed Å,EJ,6242193,612154,4,420
Hoedgård,EJ,6243002,612348,1,90
Hoffmanns Plantage,WJ,6157583,462478,1,350
Hofmandsgave,F,6155815,593597,1,90
Hofmanslyst,WJ,6165496,510808,1,40
Hogager,WJ,6247549,491059,1,30
